"number","title","author","assignees","state","labels","url"
216,"[Bug]:  No message after dying in plains","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/216"
215,"[Bug]: Can't gather in the mines with pure gathering level 1","Brainiac","sam-thewise","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/215"
211,"Suggestion: Bond Rewards are Weak","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/211"
210,"[Bug]: Link to tweet Resurrection Potion as Loot is broken","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/210"
209,"[Bug]: Quests - Cannot open quest logs on other characters","Brainiac","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/209"
208,"[Bug]: Quests - Youtube crypto trader - completed out of bound","Brainiac","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/208"
207,"[Bug]: Grom's bank bond error when inputing text instead of number.","Brainiac","Polypup","CLOSED","bug,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/207"
206,"Enhancement: More Experience Gained for Large Fights","","sam-thewise","CLOSED","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/206"
205,"Suggestion: When pulling up a potion in battle - Need Health %","","sam-thewise,neothon","CLOSED","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/205"
204,"[Bug]: Free turns at mines","","neothon","CLOSED","bug,High,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/204"
203,"[Bug]: Dead with full HP","","Unassigned","CLOSED","bug,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/203"
202,"[Bug]: declining forge NFT approve leaves UI to Hang and have to Hard refresh","","Polypup","CLOSED","bug,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/202"
201,"[Bug]: On level up, HUD disappears (no icons)","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/201"
200,"[Enhancement]: Makes sure hero 1&2 are alive before running tests on hero-api ","","Polypup","CLOSED","enhancement,Low","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/200"
199,"[Bug]: Wrong healed number using 100% heal iteam in battle","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/199"
198,"[Bug]: Stuck on ""checking session""","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/198"
197,"[Bug]: ""replacing"" ring on slot 2 with a new ring, replaces ring in slot 1 ","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/197"
196,"[Bug]: Mulit reward for quests of same creatures for x1 character- Bug?","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/196"
195,"[Bug]: Burn request from meta mask when using 1 in combat","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/195"
194,"[Bug]: quest log bugs out - no visible quests / wont open","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/194"
193,"[Bug]: It is possible to click button ""Use Resurrection Elixir"" a lot of times","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/193"
192,"Suggestion: Cannot see % of Health Potion in Bottom, Center Bar","","Polypup,sam-thewise,neothon","CLOSED","enhancement,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/192"
191,"Suggestion: When Hovering Over HP Bar - Add % of Health Left","","sam-thewise,neothon","CLOSED","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/191"
190,"[Bug]: Lost character","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/190"
189,"[Bug]: combat screen frozen","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/189"
188,"[Bug]: ","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/188"
187,"[Enhancement]: Stash Gets Overwhelming Over Time","","Unassigned","CLOSED","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/187"
186,"[Enhancement] When You Level Up, Your HP and Turns Should Reset","","sam-thewise","CLOSED","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/186"
185,"[Enhancement]: No Real Notification When Quests Are Complete","","Polypup","CLOSED","enhancement,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/185"
184,"Enhancement- Marketplace - Hover Over Image ","","sam-thewise,neothon","CLOSED","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/184"
183,"Grom's Bank - Available DCAU and DCAR Balance","","Unassigned","CLOSED","","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/183"
182,"[Bug]: pushing spacebar at the end of combat takes to straight into next combat","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/182"
181,"[Bug]: It is possiable open other functions if ""Your Stash"" dialog is opening => unexpected behaviors","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/181"
180,"[Bug]: The forge - Crafted items do not disappear","Brainiac","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/180"
179,"[Bug]: Blueprints for new items not being uploaded to the CDN","","sam-thewise","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/179"
178,"[Bug]: Quick mining bug in the mines/deepwood ","Brainiac","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/178"
177,"[Bug]: Marketplace - Need to keep approving equipment","Brainiac","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/177"
176,"[Bug]: Chest ""of health"" doesn't add health","Siv","sam-thewise","CLOSED","bug,Medium,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/176"
175,"[Enhancement]: Send DCAU from bonds to Multisig to manually add liquidity ","","Polypup","CLOSED","enhancement,Contract,Waiting for merge","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/175"
174,"[Bug]:  walletItemQuantities.push(walletResource.quantity); caused api to crash","","Unassigned","CLOSED","bug,Medium","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/174"
173,"[Bug]: during combat, any/all party can be swapped inc 1 in combat that breaks game","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/173"
172,"[Bug]: after accepting healing transaction, nothing happens","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/172"
171,"[Bug]: Unsuccessful resurrection","Friendly.Fire","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/171"
170,"Forge item added to inventory without forging","","Unassigned","CLOSED","bug,Medium","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/170"
169,"[Bug]: Cant cancel trancstion","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/169"
168,"[Bug]:  character disappears","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/168"
167,"[Bug]: Dragging &dropping item from ""Inventory"" to ""Character Equiqment"" dialog for dead hero makes all items disappeared","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/167"
166,"[Bug]: Some buttons (Your inventory,...) are disable for alive hero when switching from dead hero","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/166"
165,"[Enhancement]: ""Your Equipment Stash"" dialog should have scroll bar as others","","neothon","OPEN","enhancement,Low","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/165"
164,"[Bug]: Can not move map by cursor on Firefox browser  ","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/164"
163,"[Bug]: Loot dropped with no attributes","Siv","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/163"
162,"[Enhancement]: ESC button closes open windows","Siv","neothon","OPEN","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/162"
161,"[Enhancement]: Make volume levels persist after refresh","Siv","neothon","CLOSED","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/161"
160,"[Enhancement]: Free/Cheap way to reset to lvl 1","Siv","Unassigned","CLOSED","enhancement,v1.1","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/160"
159,"[Bug]: at the Inn, request a song is DCAR or DCAU - Button overlap","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/159"
158,"[Bug]: Message ""You have a pending consumables claim"" appear although items are claimed sucessfully and can not claim consumables anymore when claiming in ""Your tash"" and swicth to another tab","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/158"
157,"[Feedback]: ","","Unassigned","OPEN","Feedback","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/157"
156,"[Bug]: After equipping from inventory and unequipping, item name in inventory will be same as unlocked item name","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/156"
155,"[Bug]: Smelting - leaving the forge appears to have caused an issue","Siv","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/155"
154,"[Bug]: going to deepwood without tool use bandages but uses fist wrong text? ","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/154"
153,"[Bug]: changing characters while healing - breaks UI","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/153"
152,"[Bug]: while claiming DCA*, can still interact with Map breaks UI","","Polypup","CLOSED","bug,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/152"
151,"[Bug]: Combat bag UI - can select flee or weapon when bag is option showing potions","","neothon","CLOSED","bug,Medium","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/151"
150,"[Bug]: Resurrecting again before TX goes through on initial resurrection breaks Hud (no icons)","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/150"
149,"[Bug]: Resurrecting again before TX goes through on initial resurrection breaks Hud (no icons)","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/149"
148,"[Bug]: Unable to claim DCAR or DCAU","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/148"
147,"[Bug]: Grom's Bank UI elements overflowing","Connor Bode","neothon","CLOSED","bug,Low","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/147"
146,"Healing Hut [Bug]: Stuck at Calculating price from time to time","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/146"
145,"[Bug]: ","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/145"
144,"[Enhancement]: Add an ""unequip all"" button to Character Equipment Screen","Siv","neothon","OPEN","enhancement,v1.1","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/144"
143,"[Bug]: Claiming Items from stash","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/143"
142,"[Bug]: Damage calculated before battle screen and animation appears","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/142"
141,"[Enhancement]: Visible character cannot be selected when Inventory & Character menus are both open","","neothon","OPEN","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/141"
140,"[Bug]: Damage did not persist between battles","Siv","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/140"
139,"[Bug]: blueprintItem.stats not found","","Polypup","CLOSED","bug,High","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/139"
138,"[Bug]: Crafting does not show DCAR cost","Brainiac","Polypup","CLOSED","bug,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/138"
137,"[Bug]: Equipping items on dead heroes makes inventory / equipment disappear","Brainiac","Polypup","CLOSED","bug,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/137"
136,"[Bug]: Death screen is empty.","Brainiac","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/136"
135,"[Bug]: Mining stones","Brainiac","sam-thewise","CLOSED","bug,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/135"
134,"[Bug]: Mining - You can mine resources above your gathering skill","Brainiac","Polypup","CLOSED","bug,High,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/134"
133,"[Bug]: Mining - Switching heroes when gathering action has started","Brainiac","Polypup","CLOSED","bug,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/133"
132,"[Bug]: Forge issues","Brainiac","Unassigned","CLOSED","bug,Low,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/132"
131,"[Bug]: The forge is not working.","Brainiac","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/131"
130,"[Bug]: Sharing shows wrong item","","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/130"
129,"[Bug]: Unable to click share icon on item from loot screen after beating foe","","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/129"
128,"[Bug]: Battle music continues to play after winning and going to claim stash","","neothon","CLOSED","bug,Waiting for merge","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/128"
127,"[Bug]: The ""Attack"" value in the item information listed in the pop-up window will change.","","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/127"
126,"[Bug]: Closing the ""YOUR STASH"" screen does not cancel the selection of the item.","","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/126"
125,"[Bug]: Number of items claimed in notifications wrong after the 2nd claim","Brainiac","Chaney08","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/125"
124,"[Bug]: Blueprints in the marketplace are shown as completed items","Brainiac","neothon","CLOSED","bug,Medium","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/124"
123,"[Bug]: End of fight character switching bug","Brainiac","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/123"
122,"[Bug]: DIRECT_CLAIM_DISALLOWED","Brainiac","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/122"
121,"[Bug]: An error message is displayed and the item cannot be claimed from ""YOUR STASH"".","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/121"
120,"[Bug]: Mines - Spam click on 'keep searching' breaks UI","Brainiac","Polypup","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/120"
119,"[Bug]: Changing hero names issues","Brainiac","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/119"
118,"[Bug]: Hero selection screen shows critical strike as a main stat","Brainiac","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/118"
117,"[Enhancement]: Include stats for sharing items on socials / Twitter","","neothon","OPEN","enhancement,v1.1","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/117"
116,"[Bug]: Stash - Unable to claim certain items (No metamask prompt)","Brainiac","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/116"
115,"[Bug]: Share feature - Blueprint image is shown as full item","Brainiac","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/115"
114,"[Bug]: Hotkey does not work if chat is opened","Brainiac","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/114"
113,":Enhancement: Add exp bar to the mines / deepwood screen","Brainiac","Unassigned","OPEN","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/113"
112,"[Bug]: Bonds issues","Brainiac","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/112"
111,"[Bug]: Claiming equipment from stash and denying transaction bugs UI","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/111"
110,"[Bug]: On level up UI shows missing exp","","Polypup","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/110"
109,"[Bug]: Hero reset unexpected ","Friendly.Fire","Unassigned","CLOSED","bug,Medium","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/109"
108,"[Bug]: Only single transaction at Forge ","Friendly.Fire","Polypup","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/108"
107,"[Bug]:Coal disappear from wallet after forge.","Friendly.Fire","Polypup","CLOSED","bug,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/107"
106,"[Bug]: If you decline a daily quest, there is no way to get it back.","Brainiac","Unassigned","OPEN","Low,v1.1","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/106"
105,"[Bug]: Mining/Deepwood encounter isn't resumed properly after refresh","Neothon","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/105"
104,"[Bug]: Duplication frontend issues","","neothon","CLOSED","bug,Medium,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/104"
103,"[Bug]: Not show expired session alert on login page","Neothon","neothon","CLOSED","bug,Low","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/103"
102,"[Bug]: Chat timestamps don't updated automatically","Neothon","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/102"
101,"[Bug]: End of fight info/recap","Brainiac","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/101"
100,"[Bug]: Able to gather Wood and Iron ore with gathering skill of 1","Brainiac","Chaney08","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/100"
99,"[Bug]: +Gathering item bonus not working properly.","Brainiac","sam-thewise","CLOSED","bug,High","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/99"
98,"[Bug]: Daily quest doesn't show up until you refresh the game.","Brainiac","Polypup","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/98"
97,"[Enhancement]: Avvy Domains to display (if available) instead of addresses","","sam-thewise","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/97"
96,"[Bug]: NFT Approval in Forge isn't working","Siv","Polypup","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/96"
95,"[Bug]: Notification timestamps doesn't update while playing","Brainiac","neothon","CLOSED","bug,Medium","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/95"
94,"[Bug]: Item duping *High prio*","Brainiac","Polypup,sam-thewise,neothon","CLOSED","bug,High","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/94"
93,":BUG: Issue #78 still not resolved","Brainiac","Unassigned","CLOSED","","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/93"
92,":BUG: Issue #79 still not working","Brainiac","Unassigned","CLOSED","","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/92"
91,"[Bug]: Hotkey in combat","Brainiac","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/91"
90,"[Bug]: Autoplay bug","Brainiac","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/90"
89,"[Bug]: Empty Blueprints on sale on market.","Friendly.Fire","Polypup","CLOSED","bug,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/89"
88,"[Enhancement]: Allow to remove/change price on item listed on marketplace.","Friendly.Fire","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/88"
87,"[Bug]: Name of item when sharing","Friendly.Fire","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/87"
86,"[Bug]: Empty blueprint in inventory & Crash on UI","Friendly.Fire","Polypup","CLOSED","bug,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/86"
85,"[Enhancement]: Add grouping in equipment ","Friendly.Fire","Polypup","CLOSED","enhancement,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/85"
84,"[Bug]: Helth restore after death","Friendly.Fire","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/84"
83,"[Bug]: Full light in forest during night.","Friendly.Fire","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/83"
82,"[Bug]: Experience Bar overloaded","Friendly.Fire","sam-thewise,neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/82"
81,"[Enhancement]: Achievement badges / logos","","Unassigned","OPEN","enhancement,v1.1","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/81"
80,"[Enhancement]: Add a minimap ","","neothon","CLOSED","enhancement,v1.1","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/80"
79,"[Bug]: 'You have used a potion' triggered too early while on global map","Brainiac","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/79"
78,"[Bug]: It is possible to keep fighting while a potion transaction is processing","Brainiac","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/78"
77,"[Bug]: Item share - Name of item is cropped out","Brainiac","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/77"
76,"[Enhancement]: Add background to Grom's bank","Neothon","neothon","CLOSED","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/76"
75,"[Bug]: Mines/Deepwood music changes when clicking on search again","Neothon","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/75"
74,"[Enhancement]: Add a button that allows player to buy DCAU/DCAR when player has insufficient amount","","Unassigned","CLOSED","","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/74"
73,"[Bug]: Trying to buy something in the marketplace when I don't have enough DCAU","Siv","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/73"
72,"[Bug]: Character selection disappears in Crafters' Guild","Siv","Polypup","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/72"
71,"[Enhancement]: By default select the previously selected hero as active on refresh","Neothon","Chaney08","CLOSED","bug,enhancement,Medium","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/71"
70,"[Enhancement]: Move Searching component out of global view to respective component which needs it.","Neothon","neothon","CLOSED","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/70"
69,"[Bug]: Able to mine without pickaxe when one has multiple heroes","Neothon","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/69"
68,"[Enhancement]: Background image jump to map and back while searching in mine and deepwood","Neothon","neothon","CLOSED","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/68"
67,"[Bug]: When Bone is found while searching mines, the mine title disappears","Neothon","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/67"
66,"[Bug]: Differentiate between mining and gathering","Neothon","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/66"
65,"[Enhancement]: Quest log","","Unassigned","OPEN","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/65"
64,"[Enhancement]: Suggestions for in-game chat ","","Unassigned","OPEN","enhancement,v1.1","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/64"
63,"[Bug]: Background for Deepwoods is currently the background for the Mines ","","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/63"
62,"[Bug]: Start a battle with ongoing healing transaction","","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/62"
61,"[Bug]: Resting at Inn and switching characters","Siv","Polypup","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/61"
60,"[Bug]: Update resources list from static to api call for fetching resources","","Polypup","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/60"
59,"[Enhancement]: Ability to split resources for forge ","","Unassigned","OPEN","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/59"
58,"[Enhancement]: Ability to use more than 1 crafting potion/bandage at a time ","","Polypup,neothon","CLOSED","enhancement,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/58"
57,"[Bug]: Add proper ingredients to deepwood for crafting potions","","Polypup,sam-thewise","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/57"
56,"[Enhancement]: Claiming Loot chests ","","Unassigned","OPEN","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/56"
55,"[Improvement]: Fight Exp rewarded to correct hero ","","Polypup","CLOSED","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/55"
54,"[Bug]: Server Crashing due to no index on text for marketplaceitems","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/54"
53,"[Bug]:Test","Neothon","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/53"
